name,strasse,link,lat,long
Gottlob Assenheimer,Finkenstr. 28,http://www.stolpersteine-stuttgart.de/index.php?docid=748&mid=66,48.7595041,9.156859400000002
Fanny (Frimet) Aufrichtig,Josef Hirn Platz 4,http://www.stolpersteine-stuttgart.de/index.php?docid=450&mid=66,48.7728349,9.177723199999999
Isaak Aufrichtig,Josef Hirn Platz 4,http://www.stolpersteine-stuttgart.de/index.php?docid=450&mid=66,48.7728349,9.177723199999999
Anna Ausübel,Schloßstr. 54,,48.7755403,9.1602479
Sally Ausübel,Schloßstr. 54,,48.7755403,9.1602479
Eugenie Bächle,Bergstr. 51,,48.7759037,9.2071501
Fritz Bächle,Bergstr. 51,,48.7759037,9.2071501
Ernst Baer,König-Karl-Str. 43,http://www.stolpersteine-cannstatt.de/node/142,48.80440000000001,9.2182
Julius Baer,Eberhardstr. 1,http://www.stolpersteine-stuttgart.de/index.php?docid=62&mid=66,48.7741741,9.180132
Martha Baer,Eberhardstr. 1,http://www.stolpersteine-stuttgart.de/index.php?docid=62&mid=66,48.7741741,9.180132
Jeanette Bamberger,Hauptmannsreute 7,http://www.stolpersteine-stuttgart.de/index.php?docid=739&mid=66,48.7888356,9.1592712
Max Bamberger,Hauptmannsreute 7,http://www.stolpersteine-stuttgart.de/index.php?docid=739&mid=66,48.7888356,9.1592712
Eugen Banz,Schockenriedstr. 11,http://www.stolpersteine-stuttgart.de/index.php?docid=428&mid=66,48.7268,9.119869999999999
Johannes Bartel,Luisenstr. 1,http://www.stolpersteine-stuttgart.de/index.php?docid=877&mid=66,48.7858885,9.211661099999999
Franziska Bartfeld,Daimerstr. 22,http://www.stolpersteine-cannstatt.de/node/137,48.8060531,9.218602899999999
Malka Bartfeld,Daimlerstr. 22,http://www.stolpersteine-cannstatt.de/node/137,48.8060531,9.218602899999999
Erich Batschauer,Brunnenstr. 31,,48.80646,9.215
Karl Bauch,Frobeniusstr. 10,,48.8454446,9.1552045
Else Bauer,Stuttgarter Str. 105,,48.8087302,9.1559753
Luise Bernhardine Bauer,Helfergasse 27,,48.8056929,9.2155086
Hans Bäuerle,Pforzheimer Str. 333,,48.8140061,9.1179284
Lina Baum,Marktplatz 19,http://www.stolpersteine-stuttgart.de/index.php?docid=661&mid=66,48.7752829,9.1788973
Heinrich Baumann,Heinrich-Baumann-Str. 25,http://www.stolpersteine-stuttgart.de/index.php?docid=506&mid=66,48.7901166,9.1999958
Julius Baumann,Eberhardstr. 35,http://www.stolpersteine-stuttgart.de/index.php?docid=444&mid=66,48.7732123,9.1781674
Romuald Baur,Brunnenstr. 46C,,48.705266,9.254700
Hans Bebion,Ameisenbergstr.  30,,48.7840652,9.197990299999999
Amalie Bechhöfer,Johannesstr. 44,http://www.stolpersteine-stuttgart.de/index.php?docid=854&mid=66,48.777997,9.1614838
Erna Bechhöfer,Johannesstr. 44,http://www.stolpersteine-stuttgart.de/index.php?docid=855&mid=66,48.777997,9.1614838
Gustav Bechhöfer,Feuerseeplatz 12,http://www.stolpersteine-stuttgart.de/index.php?docid=856&mid=66,48.7727073,9.163619599999999
Mathilde Bechhöfer,Feuerseeplatz 12,http://www.stolpersteine-stuttgart.de/index.php?docid=856&mid=66,48.7727073,9.163619599999999
Charlotte Behr,Breitscheidstr. 35,http://www.stolpersteine-stuttgart.de/index.php?docid=701&mid=66,48.77820029999999,9.165596599999999
Julius Beickert,Rütlistr. 59,http://www.stolpersteine-stuttgart.de/index.php?docid=371&mid=66,48.8335981,9.159822
Irma Bensing,Wagenburgstr. 22,http://www.stolpersteine-stuttgart.de/index.php?docid=554&mid=66,48.7791017,9.194314499999999
Max Berber,Mozartstr. 25,,48.76797999999999,9.17756
Regina Berber,Mozartstr. 25,,48.76797999999999,9.17756
Abraham Berenz,Albert-Schäffle-Str. 105,http://www.stolpersteine-stuttgart.de/index.php?docid=510&mid=66,48.7693607,9.1988743
Bela Berenz,Albert-Schäffle-Str. 105,http://www.stolpersteine-stuttgart.de/index.php?docid=510&mid=66,48.7693607,9.1988743
Erna Berenz,Albert-Schäffle-Str. 105,http://www.stolpersteine-stuttgart.de/index.php?docid=510&mid=66,48.7693607,9.1988743
Manasse Berenz,Albert-Schäffle-Str. 105,http://www.stolpersteine-stuttgart.de/index.php?docid=510&mid=66,48.7693607,9.1988743
Max Berenz,Albert-Schäffle-Str. 105,http://www.stolpersteine-stuttgart.de/index.php?docid=510&mid=66,48.7693607,9.1988743
Adolf Berger,Neugereutstr. 15,http://www.stolpersteine-stuttgart.de/index.php?docid=81&mid=66,48.75727999999999,9.15008
Amalie Berger,Neugereutstr. 15,http://www.stolpersteine-stuttgart.de/index.php?docid=81&mid=66,48.75727999999999,9.15008
Elise Berger,Heidelberger Str. 44,http://www.stolpersteine-cannstatt.de/node/106,48.8117818,9.2058371
Emma Berger,Neugereutstr. 15,http://www.stolpersteine-stuttgart.de/index.php?docid=81&mid=66,48.75727999999999,9.15008
Helene Berger,Neugereutstr. 15,http://www.stolpersteine-stuttgart.de/index.php?docid=81&mid=66,48.75727999999999,9.15008
Ida Berger,Neugereutstr. 15,http://www.stolpersteine-stuttgart.de/index.php?docid=81&mid=66,48.75727999999999,9.15008
Ida Bernheimer,Reinsburgstr. 187,http://www.stolpersteine-stuttgart.de/index.php?docid=761&mid=66,48.7693957,9.1468613
Sigmund Bernheimer,Reinsburgstr. 187,http://www.stolpersteine-stuttgart.de/index.php?docid=761&mid=66,48.7693957,9.1468613
Erna Bickart,Koppentalstr. 3,http://www.stolpersteine-stuttgart.de/index.php?docid=189&mid=66,48.7880893,9.1656991
Emilie Dora Bielefeld,Hauptstätterstr. 96,http://www.stolpersteine-stuttgart.de/index.php?docid=793&mid=66,48.7691037,9.1728199
Benno Bieringer,Arminstr. 11,,48.7648491,9.1669921
Lucie Bieringer,Arminstr. 11,,48.7648491,9.1669921
Marta Bliesemann,Schickhardtstr. 25,http://www.stolpersteine-stuttgart.de/index.php?docid=747&mid=66,48.76461,9.158669999999999
Dr. Robert Bloch,Johannesstr. 66,http://www.stolpersteine-stuttgart.de/index.php?docid=251&mid=66,48.77996880000001,9.160057
Friederike Bloch,Rotebühlstr. (1c),http://www.stolpersteine-stuttgart.de/index.php?docid=873&mid=66,48.7739272,9.173523
Ilse Bloch,Johannesstr. 66,http://www.stolpersteine-stuttgart.de/index.php?docid=250&mid=66,48.77996880000001,9.160057
Lina Bloch,Johannesstr. 66,http://www.stolpersteine-stuttgart.de/index.php?docid=248&mid=66,48.77996880000001,9.160057
Oskar Bloch,Johannesstr. 66,http://www.stolpersteine-stuttgart.de/index.php?docid=249&mid=66,48.77996880000001,9.160057
Anna Blum,Charlottenstr. 33,http://www.stolpersteine-stuttgart.de/index.php?docid=817&mid=66,48.829032,9.116946
Dr. Berthold Blum,Haußmannstr. 22,http://www.stolpersteine-stuttgart.de/index.php?docid=690&mid=66,48.77965,9.191659999999999
Thekla Blum,Haußmannstr. 22,http://www.stolpersteine-stuttgart.de/index.php?docid=685&mid=66,48.77965,9.191659999999999
Maria Bluthard,Ruiter Str. 37,http://www.stolpersteine-stuttgart.de/index.php?docid=798&mid=66,48.7550079,9.254643399999999
Wilhelm Bodenheimer,Tulpenstr. 5,http://www.stolpersteine-stuttgart.de/index.php?docid=243&mid=66,48.76265,9.176150000000002
Maria Bofinger,Helmstettstr. 9,,48.805020,9.158527
Gertrud Bogner,Hackstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=831&mid=66,48.7892015,9.198630099999999
Gretchen Bohle,Koppentalstr. 3,http://www.stolpersteine-stuttgart.de/index.php?docid=189&mid=66,48.7880893,9.1656991
Willy Bosch,Vandalenstr. 8,http://www.stolpersteine-stuttgart.de/index.php?docid=782&mid=66,48.82938,9.1701306
Gertrud Brandenburger,Rosenbergstr. 136B,http://www.stolpersteine-stuttgart.de/index.php?docid=483&mid=66,48.77768,9.1523
Julie Brandenburger,Rosenbergstr. 136B,http://www.stolpersteine-stuttgart.de/index.php?docid=483&mid=66,48.77768,9.1523
Ernst Brenner,Bludenzer Str. 39,,48.8143205,9.1643752
Israel Bresgi,Seelbergstr. 25,http://www.stolpersteine-cannstatt.de/node/127,48.8024446,9.219343499999999
Klara Brettheimer,Neue Weinsteige 65,http://www.stolpersteine-stuttgart.de/index.php?docid=493&mid=66,48.76359000000001,9.181750000000001
Lisa Lotte Brettheimer,Neue Weinsteige 65,http://www.stolpersteine-stuttgart.de/index.php?docid=493&mid=66,48.76359000000001,9.181750000000001
Anna Brischar,Ruhrstr. 93,,48.79963,9.23819
Alfred Broghammer,Möhringer Str. 71,http://www.stolpersteine-stuttgart.de/index.php?docid=794&mid=66,48.76119,9.158299999999999
Cäsar Bruchsaler,Mozartstr. 45,http://www.stolpersteine-stuttgart.de/index.php?docid=941&mid=66,48.76725,9.17591
Martha Bruchsaler,Mozartstr. 45,http://www.stolpersteine-stuttgart.de/index.php?docid=941&mid=66,48.76725,9.17591
Emmy Brüll,Libanonstr. 25,http://www.stolpersteine-stuttgart.de/index.php?docid=133&mid=66,48.7793967,9.1989544
Sofie Buchert,Bludenzer Str. 16,,48.8126635,9.1659021
Eugen Buck,Libanonstr. 30,http://www.stolpersteine-stuttgart.de/index.php?docid=63&mid=66,48.7786,9.198179999999999
Hedwig Bühler,Möhringer Straße 48,,48.762466,9.16174
Maria Bühler,Hornbergstr. 188,,48.7797721,9.212669199999999
Reinhold Bürkle,Reginenstr. 18,,48.7455227,9.1742387
Martha Emma Butz,Reichenhaller Str. 11,http://www.stolpersteine-cannstatt.de/node/130,48.80126,9.22543
Jette Buxbaum,Zieglergasse 1,http://www.stolpersteine-cannstatt.de/node/97,48.804431,9.2137047
Josef Buxbaum,Zieglergasse 1,http://www.stolpersteine-cannstatt.de/node/97,48.804431,9.2137047
Adolf Cahn,Pfalzstraße 66,http://www.stolpersteine-cannstatt.de/node/78,48.80159,9.236229999999999
Helene Cahn,Breitscheidstr. 2,http://www.stolpersteine-stuttgart.de/index.php?docid=755&mid=66,48.780351,9.170841099999999
Isidor Cahn,Pfalzstr. 66,http://www.stolpersteine-cannstatt.de/node/78,48.80159,9.236229999999999
Lina Cahn,Pfalzstr. 66,http://www.stolpersteine-cannstatt.de/node/78,48.80159,9.236229999999999
Max Cahn,Breitscheidstr. 2,http://www.stolpersteine-stuttgart.de/index.php?docid=755&mid=66,48.780351,9.170841099999999
Ida Carlebach,Dürrheimer Straße 5,,48.80306,9.22018
Jakob Cohen,Bahnhofstr. 14,,48.8024449,9.216891799999999
Lucie Cohen,Bahnhofstr. 14,,48.8024449,9.216891799999999
Karl Conzelmann,Rotenbergstr. 44,http://www.stolpersteine-stuttgart.de/index.php?docid=829&mid=66,48.7863772,9.202408
Peter Czornopyski,Hirschsprungallee 18,,48.82589000000001,9.15197
Ida Daniel,Röhrlingweg 3(-7),http://www.stolpersteine-stuttgart.de/index.php?docid=719&mid=66,48.7323277,9.2029139
Benjamin David,Reutlinger Str. 73,http://www.stolpersteine-stuttgart.de/index.php?docid=716&mid=66,48.7433021,9.1760361
Felix David,Reutlinger Str. 73,http://www.stolpersteine-stuttgart.de/index.php?docid=716&mid=66,48.7433021,9.1760361
Gideon David,Reutlinger Str. 73,http://www.stolpersteine-stuttgart.de/index.php?docid=716&mid=66,48.7433021,9.1760361
Oskar David,Hornbergstr. 212,http://www.stolpersteine-stuttgart.de/index.php?docid=544&mid=66,48.7791692,9.2116806
Ruth David,Reutlinger Str. 73,http://www.stolpersteine-stuttgart.de/index.php?docid=716&mid=66,48.7433021,9.1760361
Theodor Decker,Schönbühlstr. 78,http://www.stolpersteine-stuttgart.de/index.php?docid=477&mid=66,48.78368,9.209380000000001
Dr. Erich Dessauer,Uhlandstr. 21,http://www.stolpersteine-stuttgart.de/index.php?docid=526&mid=66,48.775071,9.187991499999999
Julie Dewald,Pfahlbronner Str. 30,,48.7826979,9.2142326
Julius Dewald,Pfahlbronner Str. 30,,48.7826979,9.2142326
Osias Dicker,Heusteigstr. 17,http://www.stolpersteine-stuttgart.de/index.php?docid=498&mid=66,48.7709688,9.1809275
Selma Dicker,Heusteigstr. 17,http://www.stolpersteine-stuttgart.de/index.php?docid=498&mid=66,48.7709688,9.1809275
Karl Dierer,Seelbergstr. 24,http://www.stolpersteine-cannstatt.de/node/131,48.8021018,9.2194396
Pauline Dihl,Hallstr. 28,,48.80792719999999,9.2101831
Selma Dinkelmann,Am Kochenhof 1,http://www.stolpersteine-stuttgart.de/index.php?docid=277&mid=66,48.7996039,9.1751689
Ernst Dreher,Rotenbergstraße 120,,48.7875987,9.210762899999999
Hermann Dreifus,Schottstr. 59,http://www.stolpersteine-stuttgart.de/index.php?docid=756&mid=66,48.7911292,9.165887699999999
Sophie Dreifuss,Kreuznacher Straße 11,,48.8066227,9.2204721
Irma Dreyfuss,Seestr. 112,http://www.stolpersteine-stuttgart.de/index.php?docid=704&mid=66,48.78834,9.1645957
Klara Dreyfuss,Gänsheidestr. 51,,48.7724339,9.195088
Siegfried  Dreyfuss,Seestr. 112,http://www.stolpersteine-stuttgart.de/index.php?docid=704&mid=66,48.78834,9.1645957
Helene Duffner,Koblenzer Str. 18,http://www.stolpersteine-cannstatt.de/node/151,48.8135932,9.2048805
Gerhard Durner,Goldregenweg 41,http://www.stolpersteine-stuttgart.de/index.php?docid=700&mid=66,48.7201008,9.1008809
Chassia Dymschiz,Landhausstr. 198,http://www.stolpersteine-stuttgart.de/index.php?docid=449&mid=66,48.78474629999999,9.2115261
Sana Dymschiz,Landhausstr. 198,http://www.stolpersteine-stuttgart.de/index.php?docid=449&mid=66,48.78474629999999,9.2115261
Eduard Eger,Haussmannstraße 270,,48.7862421,9.2161746
Adolf Ehrlich,Olgastr. 124,,48.7663989,9.17751
Emma Ehrlich,Olgastr. 124,,48.7663989,9.17751
Anna Einstein,Bardiliweg 12,,48.7705275,9.199645799999999
Elisabeth Karoline Einstein,Hölderlinstr. 37,http://www.stolpersteine-stuttgart.de/index.php?docid=455&mid=66,48.7843323,9.1602222
Fritz Helmut Einstein,Hölderlinstr. 37,http://www.stolpersteine-stuttgart.de/index.php?docid=455&mid=66,48.7843323,9.1602222
Inge (Ingeborg Felicia) Einstein,Hölderlinstr. 37,http://www.stolpersteine-stuttgart.de/index.php?docid=455&mid=66,48.7843323,9.1602222
Leopold Einstein,Hölderlinstr. 37,http://www.stolpersteine-stuttgart.de/index.php?docid=455&mid=66,48.7843323,9.1602222
Adolf Eisenhardt,Nastplatz 2,,48.81619,9.213339999999999
Marie Caronine Eisenmann,Kissinger Str.  30,http://www.stolpersteine-cannstatt.de/node/167,48.8020289,9.225994700000001
Carl Eisig,Parlerstr. 36,http://www.stolpersteine-stuttgart.de/index.php?docid=951&mid=66,48.7914659,9.168600500000002
Helene Eisig,Relenbergstr. 64,http://www.stolpersteine-stuttgart.de/index.php?docid=936&mid=66,48.78756,9.16526
Johanna Eisig-Metzger,Relenbergstr. 64,http://www.stolpersteine-stuttgart.de/index.php?docid=323&mid=66,48.78756,9.16526
Christian Elsässer,Peterstr. 24,http://www.stolpersteine-stuttgart.de/index.php?docid=518&mid=66,48.7160898,9.1090494
Friedrich H. Enchelmayer,Aberlin-Jörg-Str. 13,http://www.stolpersteine-cannstatt.de/node/100,48.80131,9.22856
Anna (Channa) Engelberg,Gaisburgstr. 4B,http://www.stolpersteine-stuttgart.de/index.php?docid=432&mid=66,48.7748837,9.1871032
Feiwel (Efoym) Engelberg,Gaisburgstr. 4B,http://www.stolpersteine-stuttgart.de/index.php?docid=432&mid=66,48.7748837,9.1871032
Viktor Epstein,Johannesstr. 19,http://www.stolpersteine-stuttgart.de/index.php?docid=687&mid=66,48.77538,9.162799999999999
Elise Erlanger,Gablenberger Hauptstr. 173,,48.7715113,9.202623299999999
Frida Erlanger,Alexanderstr. 153,http://www.stolpersteine-stuttgart.de/index.php?docid=495&mid=66,48.7666293,9.1795064
Fritz Erlanger,Alexanderstr. 153,http://www.stolpersteine-stuttgart.de/index.php?docid=495&mid=66,48.7666293,9.1795064
Elsa Erlebacher,Dillmannstr. 19,,48.7846631,9.158492899999999
Arthur Essinger,Sophienstr. 33,http://www.stolpersteine-stuttgart.de/index.php?docid=464&mid=66,48.7726569,9.1729755
Karoline Essinger,Sophienstr. 33,http://www.stolpersteine-stuttgart.de/index.php?docid=464&mid=66,48.7726569,9.1729755
Gustav Esslinger,Herdweg 35,http://www.stolpersteine-stuttgart.de/index.php?docid=190&mid=66,48.78535249999999,9.1656876
Theresia Esslinger,Fahrionstr. 37,,48.8074646,9.161787799999999
Albert Falk,Schnellweg 6,http://www.stolpersteine-stuttgart.de/index.php?docid=321&mid=66,48.75927,9.15448
Anna Falk,Schnellweg 6,http://www.stolpersteine-stuttgart.de/index.php?docid=321&mid=66,48.75927,9.15448
Pauline Falk,Hohewartstr. 21-23,,48.8077,9.15502
Albert Feit,Sophienstr. 23 A,http://www.stolpersteine-stuttgart.de/index.php?docid=463&mid=66,48.7721695,9.1732946
Klara Feit,Sophienstr. 23 A,http://www.stolpersteine-stuttgart.de/index.php?docid=658&mid=66,48.7721695,9.1732946
Sophie Fellheimer,Hohenstaufenstr. 9,,48.7664614,9.168496099999999
Sophie Findling,Neue Str. 14C,,48.77424,9.20361
Jaha Fischer,Tübinger Str. 111,http://www.stolpersteine-stuttgart.de/index.php?docid=940&mid=66,48.76489000000001,9.168569999999999
Max Fischer,Tübinger Str. 111,http://www.stolpersteine-stuttgart.de/index.php?docid=940&mid=66,48.76489000000001,9.168569999999999
Ferdinand Fleischer,Reuchlinstr. 9,http://www.stolpersteine-stuttgart.de/index.php?docid=675&mid=66,48.76944839999999,9.1606469
Ludwig Fleischer,Reuchlinstr. 9,http://www.stolpersteine-stuttgart.de/index.php?docid=677&mid=66,48.76944839999999,9.1606469
Moritz Fleischer,Reuchlinstr. 9,http://www.stolpersteine-stuttgart.de/index.php?docid=678&mid=66,48.76944839999999,9.1606469
Paula Fleischer,Reuchlinstr. 9,http://www.stolpersteine-stuttgart.de/index.php?docid=676&mid=66,48.76944839999999,9.1606469
Siegfried Fleursheimer,Breitscheidstr. 49,http://www.stolpersteine-stuttgart.de/index.php?docid=229&mid=66,48.7776451,9.1648905
Hermann Fortgang,Böblinger Str. 27B,http://www.stolpersteine-stuttgart.de/index.php?docid=320&mid=66,48.7635476,9.1644764
Isaak Fortgang,Böblinger Str. 27B,http://www.stolpersteine-stuttgart.de/index.php?docid=320&mid=66,48.7635476,9.1644764
Martha Fortgang,Böblinger Str. 27B,http://www.stolpersteine-stuttgart.de/index.php?docid=320&mid=66,48.7635476,9.1644764
Berta Frank,Königsträßle 34,http://www.stolpersteine-stuttgart.de/index.php?docid=715&mid=66,48.7512947,9.1835714
Dr. Stefan Salomon Frank,Königsträßle 34,http://www.stolpersteine-stuttgart.de/index.php?docid=715&mid=66,48.7512947,9.1835714
Alfred Moritz Frankfurter,Hospitalstr. 36,http://www.stolpersteine-stuttgart.de/index.php?docid=533&mid=66,48.77635069999999,9.171204999999999
Carl Frey,Ihmlingstr. 40,,48.80209,9.23724
Franz Fried,Hauptstr. 11,http://www.stolpersteine-stuttgart.de/index.php?docid=288&mid=66,48.7296791,9.1114541
Henriette Fried,Hauptstr. 11,http://www.stolpersteine-stuttgart.de/index.php?docid=288&mid=66,48.7296791,9.1114541
Klara Friedländer,Birkenwaldstr. 127,http://www.stolpersteine-stuttgart.de/index.php?docid=645&mid=66,48.7920498,9.1710526
Sigmunde Friedmann,Hohenstaufenstr. 17A,http://www.stolpersteine-stuttgart.de/index.php?docid=405&mid=66,48.76643,9.168669999999999
Albert Fröhlich,Rosenbergstr. 119,http://www.stolpersteine-stuttgart.de/index.php?docid=354&mid=66,48.7765064,9.1514435
Nathan Fröhlich,Rosenbergstr. 119,http://www.stolpersteine-stuttgart.de/index.php?docid=352&mid=66,48.7765064,9.1514435
Walter Frohnmüller,Wernerstr. 31,,48.895316,9.177593
Isidor Fromm,Tulpenstr. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=332&mid=66,48.7627476,9.1760102
Klara Fromm,Tulpenstr. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=332&mid=66,48.7627476,9.1760102
Otto Fromm,Tulpenstr. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=332&mid=66,48.7627476,9.1760102
Gertrud Fuld,Ameisenbergstr. 57B,http://www.stolpersteine-stuttgart.de/index.php?docid=552&mid=66,48.78111,9.19773
Martin Fuld,Ameisenbergstr. 57B,http://www.stolpersteine-stuttgart.de/index.php?docid=552&mid=66,48.78111,9.19773
Max Fuld,Ameisenbergstr. 57B,http://www.stolpersteine-stuttgart.de/index.php?docid=552&mid=66,48.78111,9.19773
Robert Fuld,Ameisenbergstr. 57B,http://www.stolpersteine-stuttgart.de/index.php?docid=552&mid=66,48.78111,9.19773
Aloysia Futterer,Baldernstr. 4,,48.8081456,9.154169699999999
Otto Gabriel,Sparrhämlingweg 73b,http://www.stolpersteine-cannstatt.de/node/153,48.8117227,9.200560699999999
Julius Gailinger,Schloßstr. 54,,48.7755403,9.1602479
Mathilde Gailinger,Schloßstr. 54,,48.7755403,9.1602479
Max Gailinger,Schloßstr. 54,,48.681176,9.272000
Emil Gärttner,Augsburger Str. 601,http://www.stolpersteine-stuttgart.de/index.php?docid=474&mid=66,48.7668857,9.2656793
Friedrich Gassmann,Feuerbacher Weg 196,,48.80513,9.1599
Albert Gerson,Theodor-Heuss-Str. 5,http://www.stolpersteine-stuttgart.de/index.php?docid=528&mid=66,48.7776,9.17506
Karoline Gerson,Theodor-Heuss-Str. 5,http://www.stolpersteine-stuttgart.de/index.php?docid=528&mid=66,48.7776,9.17506
Meta Gerson,Lindenspürstr. 35,http://www.stolpersteine-stuttgart.de/index.php?docid=458&mid=66,48.77723,9.15903
Adolf Gerst,Pflasteräckerstr. 32,http://www.stolpersteine-stuttgart.de/index.php?docid=130&mid=66,48.77956,9.208179999999999
Elias Gideon,Schickhardtstr. 35,http://www.stolpersteine-stuttgart.de/index.php?docid=335&mid=66,48.7656832,9.160222
Lore  Glaser,Wunderlichstr. 13,,48.79103079999999,9.213737
Auguste Goldschmidt,Moserstr. 13,http://www.stolpersteine-stuttgart.de/index.php?docid=217&mid=66,48.7786275,9.188238199999999
Joseph Goldschmidt,Moserstr. 13,http://www.stolpersteine-stuttgart.de/index.php?docid=217&mid=66,48.7786275,9.188238199999999
Berta Göpfert,Brackenheimer Str. 25,http://www.stolpersteine-stuttgart.de/index.php?docid=711&mid=66,48.8348294,9.1676746
Stefan Gorski,Hirschsprungallee 18,,48.82589000000001,9.15197
Benno Graf,Gottliebstr. 4,,48.7748764,9.202644399999999
Berta Grau,Schmidener Straße 152,,48.81340669999999,9.2322615
Johanna Grau,Hofener Straße 84a,http://www.stolpersteine-cannstatt.de/node/191,48.812573,9.222760899999999
Georg Greiner,Abelsbergstr. 52,http://www.stolpersteine-stuttgart.de/index.php?docid=830&mid=66,48.78695769999999,9.2120881
Jenny Grimminger,Altenberg Str. 42,http://www.stolpersteine-stuttgart.de/index.php?docid=512&mid=66,48.7606912,9.178459
Berta Gross,Abelsbergstr. 40,,48.7883916,9.2115301
Betty Grünberg,Albert-Schäffle-Str. 105,http://www.stolpersteine-stuttgart.de/index.php?docid=543&mid=66,48.7693607,9.1988743
Josef Grünberg,Albert-Schäffle-Str. 105,http://www.stolpersteine-stuttgart.de/index.php?docid=543&mid=66,48.7693607,9.1988743
Emanuel Grünwald,Johannesstr. 60,http://www.stolpersteine-stuttgart.de/index.php?docid=938&mid=66,48.77948,9.160459999999999
Nelly Grünwald,Johannesstr. 60,http://www.stolpersteine-stuttgart.de/index.php?docid=938&mid=66,48.77948,9.160459999999999
Alexandrine Guggenheim,Pfalzstraße 36,http://www.stolpersteine-cannstatt.de/node/103,48.8029205,9.2350661
Ferdinand Guggenheim,Pfalzstraße 36,http://www.stolpersteine-cannstatt.de/node/103,48.8029205,9.2350661
Ury Guggenheim,Pfalzstraße 36,http://www.stolpersteine-cannstatt.de/node/103,48.8029205,9.2350661
Gottfried Gumbel,Cäsar-Fleischlen-Str. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=858&mid=66,48.7845252,9.1528224
Selma Gumbel,Cäsar-Fleischlen-Str. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=858&mid=66,48.7845252,9.1528224
Dr. Robert Gutmann,Markusplatz 1,http://www.stolpersteine-stuttgart.de/index.php?docid=82&mid=66,48.7648392,9.1731587
Julia Gutmann,Daimlerstraße 58,http://www.stolpersteine-cannstatt.de/node/113,48.8026742,9.219583499999999
Sally Gutmann,Daimlerstraße 58,http://www.stolpersteine-cannstatt.de/node/113,48.8026742,9.219583499999999
Siegfried Guttmann,Marquardtstr. 6,,48.7734689,9.1978695
Sofie Guttmann,Marquardtstr. 6,,48.7734689,9.1978695
Walter Guttmann,Neue Weinsteige 3,,48.76654,9.17883
Alice Haarburger,Sandbergerstr. 26,http://www.stolpersteine-stuttgart.de/index.php?docid=438&mid=66,48.7719801,9.195955999999999
Emilie Haarburger,Hauptmannsreute 6,http://www.stolpersteine-stuttgart.de/index.php?docid=818&mid=66,48.7892439,9.158814699999999
Fanny Haarburger,Sandbergerstr. 26,http://www.stolpersteine-stuttgart.de/index.php?docid=438&mid=66,48.7719801,9.195955999999999
Gertrud Haarburger,Augustenstr. 49,http://www.stolpersteine-stuttgart.de/index.php?docid=407&mid=66,48.77057,9.163649999999999
Rosa Haas,Marquardtstr. 6,,48.7734689,9.1978695
Gottlob Häberle,Kelterberg 10/1,http://www.stolpersteine-stuttgart.de/index.php?docid=359&mid=66,48.7320264,9.107694
